feature,feature_status,canonical_feature,tp_item
F-IRQ-055,ACTIVE,F-IRQ-055,TP-XIF-017
F-IRQ-056,ALIAS,F-RST-015,TP-IRQ-060
F-IRQ-056,ALIAS,F-RST-015,TP-XIF-016
F-IRQ-057,ACTIVE,F-IRQ-057,TP-IRQ-061
F-IRQ-058,FOLDED,F-IRQ-002,TP-IRQ-062
F-IRQ-059,ALIAS,F-CSR-026,TP-IRQ-063
F-IRQ-059,ALIAS,F-CSR-026,TP-IRQ-077
F-IRQ-059,ALIAS,F-CSR-026,TP-XIF-014
F-IRQ-060,ACTIVE,F-IRQ-060,TP-IRQ-064
F-IRQ-060,ACTIVE,F-IRQ-060,TP-IRQ-077
F-IRQ-060,ACTIVE,F-IRQ-060,TP-XIF-014
F-IRQ-061,FOLDED,F-IRQ-012,TP-IRQ-006
F-IRQ-061,FOLDED,F-IRQ-012,TP-REG-009
F-IRQ-062,FOLDED,F-IRQ-012,TP-IRQ-005
F-IRQ-062,FOLDED,F-IRQ-012,TP-REG-009
F-IRQ-063,FOLDED,F-IRQ-009,TP-IRQ-002
F-IRQ-063,FOLDED,F-IRQ-009,TP-IRQ-065
F-IRQ-063,FOLDED,F-IRQ-009,TP-REG-009
F-IRQ-064,FOLDED,F-IRQ-045,TP-IRQ-066
F-IRQ-064,FOLDED,F-IRQ-045,TP-XIF-004
F-IRQ-065,ALIAS,F-RST-006,TP-IRQ-059
F-IRQ-065,ALIAS,F-RST-006,TP-IRQ-067
F-IRQ-066,ACTIVE,F-IRQ-066,TP-IRQ-078
F-ISA-001,ACTIVE,F-ISA-001,TP-ADOPT-003
F-ISA-001,ACTIVE,F-ISA-001,TP-ISA-001
F-ISA-001,ACTIVE,F-ISA-001,TP-ISA-054
F-ISA-001,ACTIVE,F-ISA-001,TP-REG-015
F-ISA-001,ACTIVE,F-ISA-001,TP-REG-018
F-ISA-002,ACTIVE,F-ISA-002,TP-ADOPT-003
F-ISA-002,ACTIVE,F-ISA-002,TP-ISA-002
F-ISA-003,ACTIVE,F-ISA-003,TP-ISA-003
F-ISA-004,ACTIVE,F-ISA-004,TP-ISA-004
F-ISA-005,ACTIVE,F-ISA-005,TP-ISA-005
F-ISA-005,ACTIVE,F-ISA-005,TP-ISA-054
F-ISA-006,ACTIVE,F-ISA-006,TP-ISA-006
F-ISA-007,ACTIVE,F-ISA-007,TP-ADOPT-003
F-ISA-007,ACTIVE,F-ISA-007,TP-ISA-007
F-ISA-007,ACTIVE,F-ISA-007,TP-ISA-054
F-ISA-008,ACTIVE,F-ISA-008,TP-ADOPT-003
F-ISA-008,ACTIVE,F-ISA-008,TP-ISA-008
F-ISA-009,ACTIVE,F-ISA-009,TP-ISA-009
F-ISA-010,ACTIVE,F-ISA-010,TP-ISA-010
F-ISA-010,ACTIVE,F-ISA-010,TP-ISA-054
F-ISA-011,ACTIVE,F-ISA-011,TP-ISA-011
F-ISA-012,ACTIVE,F-ISA-012,TP-ISA-012
F-ISA-012,ACTIVE,F-ISA-012,TP-ISA-056
F-ISA-013,ACTIVE,F-ISA-013,TP-ISA-013
F-ISA-013,ACTIVE,F-ISA-013,TP-ISA-054
F-ISA-014,ACTIVE,F-ISA-014,TP-ISA-014
F-ISA-015,ACTIVE,F-ISA-015,TP-ADOPT-003
F-ISA-015,ACTIVE,F-ISA-015,TP-ISA-015
F-ISA-015,ACTIVE,F-ISA-015,TP-ISA-054
F-ISA-016,ACTIVE,F-ISA-016,TP-ADOPT-003
F-ISA-016,ACTIVE,F-ISA-016,TP-ISA-016
F-ISA-017,FOLDED,F-ISA-015,TP-ISA-017
F-ISA-018,ACTIVE,F-ISA-018,TP-ADOPT-004
F-ISA-018,ACTIVE,F-ISA-018,TP-ISA-018
F-ISA-018,ACTIVE,F-ISA-018,TP-ISA-054
F-ISA-019,ACTIVE,F-ISA-019,TP-ISA-019
F-ISA-020,ACTIVE,F-ISA-020,TP-ADOPT-004
F-ISA-020,ACTIVE,F-ISA-020,TP-ISA-020
F-ISA-021,ACTIVE,F-ISA-021,TP-ISA-021
F-ISA-021,ACTIVE,F-ISA-021,TP-ISA-056
F-ISA-022,ACTIVE,F-ISA-022,TP-ADOPT-004
F-ISA-022,ACTIVE,F-ISA-022,TP-ISA-022
F-ISA-023,ACTIVE,F-ISA-023,TP-ADOPT-002
F-ISA-023,ACTIVE,F-ISA-023,TP-ADOPT-003
F-ISA-023,ACTIVE,F-ISA-023,TP-ISA-023
F-ISA-023,ACTIVE,F-ISA-023,TP-ISA-054
F-ISA-023,ACTIVE,F-ISA-023,TP-REG-015
F-ISA-024,ALIAS,F-BTALU-001,TP-ADOPT-002
F-ISA-024,ALIAS,F-BTALU-001,TP-ISA-024
F-ISA-025,ACTIVE,F-ISA-025,TP-ISA-025
F-ISA-025,ACTIVE,F-ISA-025,TP-ISA-056
F-ISA-026,ACTIVE,F-ISA-026,TP-ADOPT-003
F-ISA-026,ACTIVE,F-ISA-026,TP-ISA-026
F-ISA-027,ACTIVE,F-ISA-027,TP-ISA-027
F-ISA-028,ACTIVE,F-ISA-028,TP-ISA-028
F-ISA-028,ACTIVE,F-ISA-028,TP-ISA-056
F-ISA-029,ACTIVE,F-ISA-029,TP-ISA-029
F-ISA-029,ACTIVE,F-ISA-029,TP-ISA-054
F-ISA-030,ACTIVE,F-ISA-030,TP-ISA-030
F-ISA-030,ACTIVE,F-ISA-030,TP-XIF-006
F-ISA-031,ACTIVE,F-ISA-031,TP-ISA-031
F-ISA-031,ACTIVE,F-ISA-031,TP-ISA-056
F-ISA-032,ACTIVE,F-ISA-032,TP-ISA-032
F-ISA-032,ACTIVE,F-ISA-032,TP-ISA-055
F-ISA-033,FOLDED,F-ISA-032,TP-ISA-033
F-ISA-033,FOLDED,F-ISA-032,TP-ISA-055
F-ISA-034,ACTIVE,F-ISA-034,TP-ISA-034
F-ISA-034,ACTIVE,F-ISA-034,TP-ISA-055
F-ISA-035,ALIAS,F-DBG-017,TP-ISA-035
F-ISA-036,ACTIVE,F-ISA-036,TP-ISA-036
F-ISA-036,ACTIVE,F-ISA-036,TP-ISA-055
F-ISA-037,ALIAS,F-PRV-010,TP-ISA-037
F-ISA-038,ACTIVE,F-ISA-038,TP-ISA-038
F-ISA-039,ALIAS,F-DBG-032,TP-ISA-039
F-ISA-040,ACTIVE,F-ISA-040,TP-ISA-040
F-ISA-040,ACTIVE,F-ISA-040,TP-ISA-055
F-ISA-041,ALIAS,F-PRV-016,TP-ISA-041
F-ISA-042,ALIAS,F-EXC-013,TP-ISA-042
F-ISA-042,ALIAS,F-EXC-013,TP-ISA-056
F-ISA-042,ALIAS,F-EXC-013,TP-ISA-057
F-ISA-043,ACTIVE,F-ISA-043,TP-ISA-043
F-ISA-043,ACTIVE,F-ISA-043,TP-ISA-054
F-ISA-043,ACTIVE,F-ISA-043,TP-ISA-055
F-ISA-044,ALIAS,F-CSR-002,TP-ISA-044
F-ISA-044,ALIAS,F-CSR-002,TP-ISA-055
F-ISA-045,ALIAS,F-CSR-003,TP-ISA-045
F-ISA-045,ALIAS,F-CSR-003,TP-ISA-055
F-ISA-046,ALIAS,F-CSR-005,TP-ISA-046
F-ISA-046,ALIAS,F-CSR-005,TP-ISA-056
F-ISA-047,ALIAS,F-EXC-008,TP-ISA-047
F-ISA-047,ALIAS,F-EXC-008,TP-ISA-056
F-ISA-047,ALIAS,F-EXC-008,TP-ISA-057
F-ISA-048,ACTIVE,F-ISA-048,TP-ISA-048
F-ISA-048,ACTIVE,F-ISA-048,TP-ISA-056
F-ISA-049,ACTIVE,F-ISA-049,TP-ISA-049
F-ISA-049,ACTIVE,F-ISA-049,TP-ISA-056
F-ISA-050,ALIAS,F-EXC-016,TP-ISA-050
F-ISA-050,ALIAS,F-EXC-016,TP-ISA-051
F-ISA-051,ACTIVE,F-ISA-051,TP-ISA-004
F-ISA-051,ACTIVE,F-ISA-051,TP-ISA-052
F-ISA-052,ALIAS,F-EXC-067,TP-ISA-053
F-MUL-001,ACTIVE,F-MUL-001,TP-MUL-001
F-MUL-001,ACTIVE,F-MUL-001,TP-MUL-028
F-MUL-001,ACTIVE,F-MUL-001,TP-REG-015
F-MUL-002,ACTIVE,F-MUL-002,TP-MUL-002
F-MUL-003,ACTIVE,F-MUL-003,TP-MUL-003
F-MUL-003,ACTIVE,F-MUL-003,TP-MUL-028
F-MUL-004,ACTIVE,F-MUL-004,TP-MUL-004
F-MUL-005,ACTIVE,F-MUL-005,TP-MUL-005
F-MUL-005,ACTIVE,F-MUL-005,TP-MUL-028
F-MUL-006,ACTIVE,F-MUL-006,TP-MUL-006
F-MUL-007,ACTIVE,F-MUL-007,TP-MUL-007
F-MUL-007,ACTIVE,F-MUL-007,TP-MUL-028
F-MUL-008,ACTIVE,F-MUL-008,TP-MUL-008
F-MUL-009,ACTIVE,F-MUL-009,TP-MUL-009
F-MUL-009,ACTIVE,F-MUL-009,TP-MUL-028
F-MUL-010,FOLDED,F-MUL-003,TP-MUL-010
F-MUL-010,FOLDED,F-MUL-003,TP-MUL-028
F-MUL-011,ACTIVE,F-MUL-011,TP-MUL-011
F-MUL-011,ACTIVE,F-MUL-011,TP-MUL-028
F-MUL-012,ACTIVE,F-MUL-012,TP-MUL-012
F-MUL-012,ACTIVE,F-MUL-012,TP-MUL-028
F-MUL-012,ACTIVE,F-MUL-012,TP-MUL-029
F-MUL-013,ACTIVE,F-MUL-013,TP-MUL-013
F-MUL-013,ACTIVE,F-MUL-013,TP-MUL-028
F-MUL-014,ACTIVE,F-MUL-014,TP-MUL-014
F-MUL-014,ACTIVE,F-MUL-014,TP-MUL-028
F-MUL-015,ACTIVE,F-MUL-015,TP-MUL-015
F-MUL-015,ACTIVE,F-MUL-015,TP-MUL-028
F-MUL-016,ACTIVE,F-MUL-016,TP-MUL-016
F-MUL-016,ACTIVE,F-MUL-016,TP-MUL-029
F-MUL-017,ACTIVE,F-MUL-017,TP-MUL-017
F-MUL-017,ACTIVE,F-MUL-017,TP-MUL-029
F-MUL-018,ACTIVE,F-MUL-018,TP-MUL-018
F-MUL-019,FOLDED,F-MUL-012,TP-MUL-019
F-MUL-020,ACTIVE,F-MUL-020,TP-MUL-020
F-MUL-021,ACTIVE,F-MUL-021,TP-MUL-021
F-MUL-022,ACTIVE,F-MUL-022,TP-MUL-022
F-MUL-022,ACTIVE,F-MUL-022,TP-MUL-029
F-MUL-023,ACTIVE,F-MUL-023,TP-MUL-023
F-MUL-023,ACTIVE,F-MUL-023,TP-MUL-028
F-MUL-024,ACTIVE,F-MUL-024,TP-MUL-024
F-MUL-024,ACTIVE,F-MUL-024,TP-MUL-028
F-MUL-025,ACTIVE,F-MUL-025,TP-ADOPT-001
F-MUL-025,ACTIVE,F-MUL-025,TP-MUL-025
F-MUL-025,ACTIVE,F-MUL-025,TP-MUL-028
F-MUL-026,ACTIVE,F-MUL-026,TP-MUL-026
F-MUL-027,ALIAS,F-CMP-038,TP-MUL-027
F-MUL-028,ACTIVE,F-MUL-028,TP-MUL-030
F-PMC-001,ACTIVE,F-PMC-001,TP-PMC-001
F-PMC-001,ACTIVE,F-PMC-001,TP-PMC-055
F-PMC-001,ACTIVE,F-PMC-001,TP-PMC-056
F-PMC-002,FOLDED,F-PMC-001,TP-PMC-002
F-PMC-002,FOLDED,F-PMC-001,TP-PMC-003
F-PMC-003,FOLDED,F-PMC-001,TP-PMC-004
F-PMC-004,ACTIVE,F-PMC-004,TP-PMC-005
F-PMC-005,ACTIVE,F-PMC-005,TP-PMC-006
F-PMC-006,ACTIVE,F-PMC-006,TP-PMC-007
F-PMC-007,ACTIVE,F-PMC-007,TP-PMC-008
F-PMC-007,ACTIVE,F-PMC-007,TP-PMC-009
F-PMC-007,ACTIVE,F-PMC-007,TP-PMC-055
F-PMC-008,FOLDED,F-PMC-007,TP-PMC-010
F-PMC-009,ACTIVE,F-PMC-009,TP-PMC-011
F-PMC-010,ACTIVE,F-PMC-010,TP-PMC-012
F-PMC-011,ACTIVE,F-PMC-011,TP-PMC-013
F-PMC-012,ACTIVE,F-PMC-012,TP-PMC-014
F-PMC-013,FOLDED,F-PMC-007,TP-PMC-015
F-PMC-014,ACTIVE,F-PMC-014,TP-PMC-016
F-PMC-015,ACTIVE,F-PMC-015,TP-PMC-017
F-PMC-016,ACTIVE,F-PMC-016,TP-PMC-018
F-PMC-017,ACTIVE,F-PMC-017,TP-PMC-019
F-PMC-018,ACTIVE,F-PMC-018,TP-PMC-020
F-PMC-019,ACTIVE,F-PMC-019,TP-PMC-021
F-PMC-020,ACTIVE,F-PMC-020,TP-PMC-022
F-PMC-021,ACTIVE,F-PMC-021,TP-PMC-023
F-PMC-021,ACTIVE,F-PMC-021,TP-PMC-055
F-PMC-021,ACTIVE,F-PMC-021,TP-PMC-056
F-PMC-022,ALIAS,F-CSR-060,TP-PMC-024
F-PMC-023,FOLDED,F-PMC-021,TP-PMC-025
F-PMC-024,ACTIVE,F-PMC-024,TP-PMC-026
F-PMC-025,ACTIVE,F-PMC-025,TP-PMC-027
F-PMC-025,ACTIVE,F-PMC-025,TP-PMC-057
F-PMC-025,ACTIVE,F-PMC-025,TP-REG-027
F-PMC-026,ACTIVE,F-PMC-026,TP-PMC-028
F-PMC-026,ACTIVE,F-PMC-026,TP-PMC-057
F-PMC-027,ACTIVE,F-PMC-027,TP-PMC-029
F-PMC-027,ACTIVE,F-PMC-027,TP-PMC-055
F-PMC-028,ACTIVE,F-PMC-028,TP-PMC-030
F-PMC-029,ALIAS,F-CSR-011,TP-PMC-031
F-PMC-030,ACTIVE,F-PMC-030,TP-PMC-032
F-PMC-031,FOLDED,F-PMC-021,TP-PMC-033
F-PMC-032,ACTIVE,F-PMC-032,TP-PMC-034
F-PMC-032,ACTIVE,F-PMC-032,TP-PMC-055
F-PMC-033,ACTIVE,F-PMC-033,TP-PMC-035
F-PMC-033,ACTIVE,F-PMC-033,TP-PMC-055
F-PMC-034,ACTIVE,F-PMC-034,TP-PMC-036
F-PMC-034,ACTIVE,F-PMC-034,TP-PMC-055
F-PMC-035,FOLDED,F-PMC-034,TP-PMC-037
F-PMC-036,ACTIVE,F-PMC-036,TP-PMC-038
F-PMC-036,ACTIVE,F-PMC-036,TP-PMC-055
F-PMC-037,FOLDED,F-PMC-034,TP-PMC-039
F-PMC-038,ACTIVE,F-PMC-038,TP-ADOPT-004
F-PMC-038,ACTIVE,F-PMC-038,TP-PMC-040
F-PMC-038,ACTIVE,F-PMC-038,TP-PMC-055
F-PMC-038,ACTIVE,F-PMC-038,TP-PMC-061
F-PMC-039,ACTIVE,F-PMC-039,TP-ADOPT-002
F-PMC-039,ACTIVE,F-PMC-039,TP-PMC-041
F-PMC-039,ACTIVE,F-PMC-039,TP-PMC-055
F-PMC-039,ACTIVE,F-PMC-039,TP-PMC-058
F-PMC-040,ACTIVE,F-PMC-040,TP-ADOPT-002
F-PMC-040,ACTIVE,F-PMC-040,TP-PMC-042
F-PMC-040,ACTIVE,F-PMC-040,TP-PMC-055
F-PMC-041,ACTIVE,F-PMC-041,TP-PMC-043
F-PMC-042,ACTIVE,F-PMC-042,TP-PMC-044
F-PMC-042,ACTIVE,F-PMC-042,TP-PMC-055
F-PMC-043,ACTIVE,F-PMC-043,TP-PMC-045
F-PMC-043,ACTIVE,F-PMC-043,TP-PMC-055
F-PMC-043,ACTIVE,F-PMC-043,TP-PMC-059
F-PMC-044,ACTIVE,F-PMC-044,TP-PMC-046
F-PMC-044,ACTIVE,F-PMC-044,TP-PMC-055
F-PMC-044,ACTIVE,F-PMC-044,TP-PMC-060
F-PMC-045,ACTIVE,F-PMC-045,TP-PMC-047
F-PMC-046,ACTIVE,F-PMC-046,TP-PMC-048
F-PMC-047,ACTIVE,F-PMC-047,TP-PMC-003
F-PMC-047,ACTIVE,F-PMC-047,TP-PMC-049
F-PMC-048,FOLDED,F-PMC-007,TP-PMC-050
F-PMC-049,ACTIVE,F-PMC-049,TP-PMC-051
F-PMC-050,ACTIVE,F-PMC-050,TP-PMC-052
F-PMC-051,FOLDED,F-PMC-001,TP-PMC-007
F-PMC-051,FOLDED,F-PMC-001,TP-PMC-053
F-PMC-052,FOLDED,F-PMC-007,TP-PMC-054
F-PMC-053,ACTIVE,F-PMC-053,TP-PMC-058
F-PMC-053,ACTIVE,F-PMC-053,TP-PMC-059
F-PMC-053,ACTIVE,F-PMC-053,TP-PMC-060
F-PMP-001,ACTIVE,F-PMP-001,TP-PMP-001
F-PMP-001,ACTIVE,F-PMP-001,TP-PMP-100
F-PMP-001,ACTIVE,F-PMP-001,TP-PMP-106
F-PMP-001,ACTIVE,F-PMP-001,TP-PMP-111
F-PMP-002,ACTIVE,F-PMP-002,TP-PMP-002
F-PMP-002,ACTIVE,F-PMP-002,TP-PMP-100
F-PMP-002,ACTIVE,F-PMP-002,TP-PMP-106
F-PMP-003,FOLDED,F-PMP-001,TP-PMP-003
F-PMP-004,ACTIVE,F-PMP-004,TP-PMP-004
F-PMP-005,FOLDED,F-PMP-001,TP-PMP-005
F-PMP-006,ACTIVE,F-PMP-006,TP-PMP-006
F-PMP-006,ACTIVE,F-PMP-006,TP-PMP-111
F-PMP-006,ACTIVE,F-PMP-006,TP-REG-017
F-PMP-006,ACTIVE,F-PMP-006,TP-REG-018
F-PMP-007,ACTIVE,F-PMP-007,TP-PMP-013
F-PMP-007,ACTIVE,F-PMP-007,TP-PMP-109
F-PMP-007,ACTIVE,F-PMP-007,TP-PMP-112
F-PMP-008,ACTIVE,F-PMP-008,TP-PMP-014
F-PMP-008,ACTIVE,F-PMP-008,TP-PMP-109
F-PMP-008,ACTIVE,F-PMP-008,TP-PMP-112
F-PMP-009,ACTIVE,F-PMP-009,TP-PMP-015
F-PMP-009,ACTIVE,F-PMP-009,TP-PMP-109
F-PMP-009,ACTIVE,F-PMP-009,TP-PMP-112
F-PMP-010,FOLDED,F-PMP-009,TP-PMP-016
F-PMP-010,FOLDED,F-PMP-009,TP-PMP-109
F-PMP-011,FOLDED,F-PMP-009,TP-PMP-017
F-PMP-011,FOLDED,F-PMP-009,TP-PMP-109
F-PMP-012,ACTIVE,F-PMP-012,TP-PMP-018
F-PMP-012,ACTIVE,F-PMP-012,TP-PMP-109
F-PMP-013,ACTIVE,F-PMP-013,TP-PMP-019
F-PMP-013,ACTIVE,F-PMP-013,TP-PMP-109
F-PMP-014,ACTIVE,F-PMP-014,TP-PMP-002
F-PMP-014,ACTIVE,F-PMP-014,TP-PMP-037
F-PMP-014,ACTIVE,F-PMP-014,TP-PMP-042
F-PMP-015,ACTIVE,F-PMP-015,TP-PMP-010
F-PMP-015,ACTIVE,F-PMP-015,TP-PMP-107
F-PMP-015,ACTIVE,F-PMP-015,TP-REG-028
F-PMP-016,ACTIVE,F-PMP-016,TP-PMP-008
F-PMP-017,FOLDED,F-PMP-016,TP-PMP-009
F-PMP-017,FOLDED,F-PMP-016,TP-PMP-104
F-PMP-018,ACTIVE,F-PMP-018,TP-PMP-007
F-PMP-018,ACTIVE,F-PMP-018,TP-PMP-109
F-PMP-019,FOLDED,F-PMP-007,TP-PMP-013
F-PMP-019,FOLDED,F-PMP-007,TP-PMP-109
F-PMP-020,ACTIVE,F-PMP-020,TP-PMP-020
F-PMP-020,ACTIVE,F-PMP-020,TP-PMP-109
F-PMP-021,ACTIVE,F-PMP-021,TP-PMP-011
F-PMP-021,ACTIVE,F-PMP-021,TP-PMP-108
F-PMP-021,ACTIVE,F-PMP-021,TP-REG-017
F-PMP-022,ACTIVE,F-PMP-022,TP-PMP-012
F-PMP-023,ACTIVE,F-PMP-023,TP-PMP-022
F-PMP-023,ACTIVE,F-PMP-023,TP-PMP-108
F-PMP-023,ACTIVE,F-PMP-023,TP-REG-017
F-PMP-023,ACTIVE,F-PMP-023,TP-REG-028
F-PMP-024,ACTIVE,F-PMP-024,TP-PMP-023
F-PMP-024,ACTIVE,F-PMP-024,TP-PMP-108
F-PMP-024,ACTIVE,F-PMP-024,TP-REG-028
F-PMP-025,ACTIVE,F-PMP-025,TP-PMP-024
F-PMP-025,ACTIVE,F-PMP-025,TP-PMP-108
F-PMP-026,ACTIVE,F-PMP-026,TP-PMP-025
F-PMP-026,ACTIVE,F-PMP-026,TP-PMP-108
F-PMP-027,ACTIVE,F-PMP-027,TP-PMP-026
F-PMP-027,ACTIVE,F-PMP-027,TP-PMP-108
F-PMP-027,ACTIVE,F-PMP-027,TP-PMP-112
F-PMP-028,ACTIVE,F-PMP-028,TP-PMP-021
F-PMP-028,ACTIVE,F-PMP-028,TP-PMP-109
F-PMP-028,ACTIVE,F-PMP-028,TP-PMP-112
F-PMP-029,ACTIVE,F-PMP-029,TP-PMP-027
F-PMP-029,ACTIVE,F-PMP-029,TP-PMP-109
F-PMP-030,ACTIVE,F-PMP-030,TP-PMP-028
F-PMP-030,ACTIVE,F-PMP-030,TP-PMP-109
F-PMP-031,FOLDED,F-PMP-029,TP-PMP-029
F-PMP-031,FOLDED,F-PMP-029,TP-PMP-109
F-PMP-032,FOLDED,F-PMP-029,TP-PMP-030
F-PMP-032,FOLDED,F-PMP-029,TP-PMP-109
F-PMP-033,ACTIVE,F-PMP-033,TP-PMP-031
F-PMP-033,ACTIVE,F-PMP-033,TP-PMP-109
F-PMP-034,ACTIVE,F-PMP-034,TP-PMP-032
F-PMP-035,ACTIVE,F-PMP-035,TP-PMP-033
F-PMP-036,ACTIVE,F-PMP-036,TP-PMP-034
F-PMP-037,ACTIVE,F-PMP-037,TP-PMP-035
F-PMP-038,ACTIVE,F-PMP-038,TP-PMP-036
F-PMP-039,FOLDED,F-PMP-002,TP-PMP-037
F-PMP-040,ACTIVE,F-PMP-040,TP-PMP-038
F-PMP-041,ACTIVE,F-PMP-041,TP-PMP-039
F-PMP-042,ACTIVE,F-PMP-042,TP-PMP-040
F-PMP-043,ACTIVE,F-PMP-043,TP-PMP-041
F-PMP-044,ACTIVE,F-PMP-044,TP-PMP-042
F-PMP-045,ACTIVE,F-PMP-045,TP-PMP-043
F-PMP-045,ACTIVE,F-PMP-045,TP-PMP-046
F-PMP-045,ACTIVE,F-PMP-045,TP-PMP-100
F-PMP-045,ACTIVE,F-PMP-045,TP-PMP-106
F-PMP-045,ACTIVE,F-PMP-045,TP-PMP-110
F-PMP-045,ACTIVE,F-PMP-045,TP-REG-017
F-PMP-046,FOLDED,F-PMP-045,TP-PMP-044
F-PMP-046,FOLDED,F-PMP-045,TP-PMP-100
F-PMP-046,FOLDED,F-PMP-045,TP-PMP-110
F-PMP-047,ACTIVE,F-PMP-047,TP-PMP-045
F-PMP-047,ACTIVE,F-PMP-047,TP-PMP-046
F-PMP-047,ACTIVE,F-PMP-047,TP-PMP-100
F-PMP-047,ACTIVE,F-PMP-047,TP-PMP-106
F-PMP-047,ACTIVE,F-PMP-047,TP-PMP-110
F-PMP-048,ACTIVE,F-PMP-048,TP-PMP-033
F-PMP-049,ACTIVE,F-PMP-049,TP-PMP-047
F-PMP-050,ACTIVE,F-PMP-050,TP-PMP-048
F-PMP-051,ACTIVE,F-PMP-051,TP-PMP-049
F-PMP-051,ACTIVE,F-PMP-051,TP-XIF-020
F-PMP-052,ACTIVE,F-PMP-052,TP-PMP-050
F-PMP-052,ACTIVE,F-PMP-052,TP-PMP-100
F-PMP-052,ACTIVE,F-PMP-052,TP-PMP-102
F-PMP-052,ACTIVE,F-PMP-052,TP-PMP-107
F-PMP-052,ACTIVE,F-PMP-052,TP-XIF-020
F-PMP-053,FOLDED,F-PMP-052,TP-PMP-051
F-PMP-053,FOLDED,F-PMP-052,TP-PMP-102
F-PMP-053,FOLDED,F-PMP-052,TP-PMP-107
F-PMP-053,FOLDED,F-PMP-052,TP-REG-017
F-PMP-053,FOLDED,F-PMP-052,TP-XIF-020
F-PMP-054,ACTIVE,F-PMP-054,TP-PMP-052
F-PMP-055,ACTIVE,F-PMP-055,TP-PMP-053
F-PMP-055,ACTIVE,F-PMP-055,TP-XIF-019
F-PMP-056,ACTIVE,F-PMP-056,TP-PMP-054
F-PMP-056,ACTIVE,F-PMP-056,TP-PMP-101
F-PMP-056,ACTIVE,F-PMP-056,TP-REG-017
F-PMP-057,FOLDED,F-PMP-056,TP-PMP-055
F-PMP-057,FOLDED,F-PMP-056,TP-PMP-101
F-PMP-058,FOLDED,F-PMP-056,TP-PMP-056
F-PMP-058,FOLDED,F-PMP-056,TP-PMP-101
F-PMP-059,FOLDED,F-PMP-056,TP-PMP-057
F-PMP-059,FOLDED,F-PMP-056,TP-PMP-101
F-PMP-060,FOLDED,F-PMP-056,TP-PMP-058
F-PMP-060,FOLDED,F-PMP-056,TP-PMP-101
F-PMP-061,FOLDED,F-PMP-056,TP-PMP-059
F-PMP-061,FOLDED,F-PMP-056,TP-PMP-101
F-PMP-062,FOLDED,F-PMP-056,TP-PMP-060
F-PMP-062,FOLDED,F-PMP-056,TP-PMP-101
F-PMP-063,ACTIVE,F-PMP-063,TP-PMP-061
F-PMP-063,ACTIVE,F-PMP-063,TP-PMP-101
F-PMP-064,FOLDED,F-PMP-056,TP-PMP-062
F-PMP-064,FOLDED,F-PMP-056,TP-PMP-101
F-PMP-065,ACTIVE,F-PMP-065,TP-PMP-063
F-PMP-065,ACTIVE,F-PMP-065,TP-XIF-019
F-PMP-066,ACTIVE,F-PMP-066,TP-PMP-064
F-PMP-066,ACTIVE,F-PMP-066,TP-PMP-077
F-PMP-066,ACTIVE,F-PMP-066,TP-PMP-091
F-PMP-066,ACTIVE,F-PMP-066,TP-XIF-019
F-PMP-067,ACTIVE,F-PMP-067,TP-PMP-065
F-PMP-067,ACTIVE,F-PMP-067,TP-PMP-066
F-PMP-068,ALIAS,F-EXC-005,TP-PMP-066
F-PMP-069,ACTIVE,F-PMP-069,TP-PMP-067
F-PMP-070,ACTIVE,F-PMP-070,TP-PMP-068
F-PMP-071,ACTIVE,F-PMP-071,TP-PMP-069
F-PMP-072,ACTIVE,F-PMP-072,TP-PMP-070
F-PMP-072,ACTIVE,F-PMP-072,TP-PMP-102
F-PMP-072,ACTIVE,F-PMP-072,TP-XIF-020
F-PMP-073,FOLDED,F-PMP-072,TP-PMP-071
F-PMP-074,ALIAS,F-PRV-007,TP-PMP-072
F-PMP-074,ALIAS,F-PRV-007,TP-PMP-102
F-PMP-075,ALIAS,F-PRV-015,TP-PMP-073
F-PMP-076,ALIAS,F-DBG-055,TP-PMP-074
F-PMP-077,ALIAS,F-CSR-024,TP-PMP-075
F-PMP-078,ACTIVE,F-PMP-078,TP-PMP-076
F-PMP-079,ALIAS,F-EXC-006,TP-PMP-077
F-PMP-079,ALIAS,F-EXC-006,TP-PMP-105
F-PMP-079,ALIAS,F-EXC-006,TP-XIF-019
F-PMP-080,FOLDED,F-PMP-078,TP-PMP-078
F-PMP-081,ACTIVE,F-PMP-081,TP-PMP-079
F-PMP-082,ACTIVE,F-PMP-082,TP-PMP-080
F-PMP-082,ACTIVE,F-PMP-082,TP-PMP-083
F-PMP-083,FOLDED,F-PMP-082,TP-PMP-081
F-PMP-084,FOLDED,F-PMP-082,TP-PMP-082
F-PMP-085,ALIAS,F-EXC-035,TP-PMP-083
F-PMP-086,ACTIVE,F-PMP-086,TP-PMP-084
F-PMP-086,ACTIVE,F-PMP-086,TP-PMP-103
F-PMP-086,ACTIVE,F-PMP-086,TP-XIF-010
F-PMP-087,ACTIVE,F-PMP-087,TP-PMP-085
F-PMP-087,ACTIVE,F-PMP-087,TP-PMP-103
F-PMP-087,ACTIVE,F-PMP-087,TP-XIF-010
F-PMP-088,ACTIVE,F-PMP-088,TP-PMP-086
F-PMP-088,ACTIVE,F-PMP-088,TP-PMP-103
F-PMP-088,ACTIVE,F-PMP-088,TP-XIF-010
F-PMP-089,ACTIVE,F-PMP-089,TP-PMP-087
